Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Kids,Status,Family_size,Expenses,Total_Purchases,Engaged_in_days,TotalAcceptedCmp,AmountPerPurchase
1971,Graduation,Single,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,52,1,1,2,39,9,3556 days 14:46:24.812721,0,4.333333333333333
1968,Graduation,Relationship,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,55,1,2,3,306,14,3463 days 14:46:24.812721,1,21.857142857142858
1954,Graduation,Relationship,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,69,0,2,2,976,14,3722 days 14:46:24.812721,0,69.71428571428571
1971,PhD,Relationship,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,52,1,2,3,1028,28,3604 days 14:46:24.812721,0,36.714285714285715
1986,Graduation,Relationship,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,37,1,2,3,70,7,3452 days 14:46:24.812721,0,10.0
1959,Graduation,Relationship,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,64,0,2,2,46,5,3775 days 14:46:24.812721,0,9.2
1980,Master,Relationship,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,43,1,2,3,51,5,3584 days 14:46:24.812721,1,10.2
1960,Master,Relationship,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,63,0,2,2,1263,21,3378 days 14:46:24.812721,0,60.142857142857146
1970,Graduation,Single,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,53,1,1,2,1490,22,3904 days 14:46:24.812721,1,67.72727272727273
1971,Master,Relationship,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,52,0,2,2,1564,24,3931 days 14:46:24.812721,0,65.16666666666667
1967,Graduation,Relationship,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,56,1,2,3,1815,18,3984 days 14:46:24.812721,3,100.83333333333333
1963,PhD,Single,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,60,1,1,2,1198,31,3828 days 14:46:24.812721,0,38.645161290322584
1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,55,1,1,2,416,23,3982 days 14:46:24.812721,3,18.08695652173913
1990,Graduation,Relationship,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,33,0,2,2,85,6,3806 days 14:46:24.812721,0,14.166666666666666
1981,PhD,Single,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,42,1,1,2,47,8,3702 days 14:46:24.812721,0,5.875
1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,47,0,1,1,137,8,3802 days 14:46:24.812721,0,17.125
1965,PhD,Relationship,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,58,2,2,4,21,4,3858 days 14:46:24.812721,0,5.25
1977,Master,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,46,1,1,2,70,6,3315 days 14:46:24.812721,0,11.666666666666666
1972,Master,Relationship,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,51,1,2,3,909,22,3469 days 14:46:24.812721,0,41.31818181818182
1956,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,67,0,1,1,1676,22,3925 days 14:46:24.812721,5,76.18181818181819
1943,Master,Single,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,80,0,1,1,1735,26,3579 days 14:46:24.812721,1,66.73076923076923
1959,Graduation,Single,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,64,2,1,3,1191,30,3845 days 14:46:24.812721,0,39.7
1977,Master,Relationship,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,46,1,2,3,24,5,3605 days 14:46:24.812721,0,4.8
1969,PhD,Relationship,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,54,1,2,3,1182,20,3891 days 14:46:24.812721,2,59.1
1970,Graduation,Relationship,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,53,0,2,2,1280,14,3679 days 14:46:24.812721,0,91.42857142857143
1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,66,0,1,1,1336,19,3901 days 14:46:24.812721,1,70.3157894736842
1965,Master,Relationship,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,58,2,2,4,749,24,3685 days 14:46:24.812721,0,31.208333333333332
1974,PhD,Relationship,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,49,2,2,4,91,7,3529 days 14:46:24.812721,0,13.0
1947,PhD,Relationship,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,76,1,2,3,414,15,3582 days 14:46:24.812721,0,27.6
1982,Master,Relationship,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,41,1,2,3,44,9,3481 days 14:46:24.812721,0,4.888888888888889
1968,Master,Relationship,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,55,2,2,4,63,8,3397 days 14:46:24.812721,0,7.875
1951,Graduation,Relationship,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,72,1,2,3,901,23,3755 days 14:46:24.812721,0,39.17391304347826
1975,Master,Relationship,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,48,2,2,4,38,6,3969 days 14:46:24.812721,0,6.333333333333333
1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,67,1,1,2,455,20,3784 days 14:46:24.812721,1,22.75
1949,PhD,Single,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,74,1,1,2,775,24,3895 days 14:46:24.812721,1,32.291666666666664
1959,Master,Relationship,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,64,1,2,3,15,4,3406 days 14:46:24.812721,0,3.75
1973,Graduation,Relationship,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,50,1,2,3,38,6,3610 days 14:46:24.812721,0,6.333333333333333
1984,PhD,Relationship,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,39,0,2,2,1512,22,3451 days 14:46:24.812721,4,68.72727272727273
1950,Graduation,Relationship,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,73,1,2,3,43,5,3839 days 14:46:24.812721,0,8.6
1977,Graduation,Single,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,46,1,1,2,42,5,3999 days 14:46:24.812721,0,8.4
1984,Graduation,Relationship,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,39,0,2,2,1089,23,3373 days 14:46:24.812721,0,47.34782608695652
1976,Master,Relationship,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,47,1,2,3,162,9,3961 days 14:46:24.812721,0,18.0
1951,Graduation,Single,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,72,0,1,1,1272,19,3816 days 14:46:24.812721,0,66.94736842105263
1982,Graduation,Relationship,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,41,0,2,2,1173,20,3912 days 14:46:24.812721,1,58.65
1974,Master,Relationship,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,49,1,2,3,816,22,3317 days 14:46:24.812721,0,37.09090909090909
1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,55,2,1,3,74,9,3763 days 14:46:24.812721,0,8.222222222222221
1954,Graduation,Relationship,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,69,1,2,3,134,9,3810 days 14:46:24.812721,0,14.88888888888889
1940,PhD,Single,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,83,0,1,1,157,9,3664 days 14:46:24.812721,0,17.444444444444443
1976,Graduation,Relationship,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,47,1,2,3,561,18,3592 days 14:46:24.812721,0,31.166666666666668
1951,Graduation,Single,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,72,0,1,1,1336,19,3356 days 14:46:24.812721,0,70.3157894736842
1976,PhD,Relationship,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,47,0,2,2,2092,23,3993 days 14:46:24.812721,1,90.95652173913044
1964,PhD,Single,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,59,0,1,1,463,16,3526 days 14:46:24.812721,0,28.9375
1950,PhD,Single,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,73,0,1,1,1130,17,3365 days 14:46:24.812721,0,66.47058823529412
1976,Graduation,Relationship,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,47,1,2,3,20,5,3471 days 14:46:24.812721,0,4.0
1956,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,67,1,1,2,377,18,3923 days 14:46:24.812721,1,20.944444444444443
1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,33,0,1,1,1544,28,3740 days 14:46:24.812721,2,55.142857142857146
1950,PhD,Single,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,73,2,1,3,138,10,3361 days 14:46:24.812721,0,13.8
1965,Master,Relationship,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,0,0,0,0,0,0,58,1,2,3,1012,26,3669 days 14:46:24.812721,0,38.92307692307692
1962,PhD,Single,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,1,61,0,1,1,1766,15,3663 days 14:46:24.812721,4,117.73333333333333
1978,Graduation,Relationship,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,45,2,2,4,45,9,3320 days 14:46:24.812721,0,5.0
1952,Graduation,Single,40887.0,1,1,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,0,0,0,0,0,0,1,71,2,1,3,161,10,3727 days 14:46:24.812721,1,16.1
1966,Graduation,Single,48877.0,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,57,1,1,2,144,8,3483 days 14:46:24.812721,0,18.0
1947,Graduation,Relationship,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,76,0,2,2,1734,26,3617 days 14:46:24.812721,0,66.6923076923077
1972,Graduation,Relationship,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,51,1,2,3,823,22,3558 days 14:46:24.812721,0,37.40909090909091
1963,Graduation,Relationship,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0,60,1,2,3,1138,28,3429 days 14:46:24.812721,0,40.642857142857146
1949,Graduation,Single,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,0,0,0,1,0,0,1,74,0,1,1,1429,21,3795 days 14:46:24.812721,2,68.04761904761905
1978,Master,Relationship,85738.0,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,1,1,0,0,0,0,45,0,2,2,1371,21,3465 days 14:46:24.812721,2,65.28571428571429
1966,Graduation,Single,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,57,1,1,2,982,16,3808 days 14:46:24.812721,1,61.375
1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,1,0,0,0,0,0,0,40,1,1,2,44,5,3404 days 14:46:24.812721,1,8.8
1971,Graduation,Relationship,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,52,2,2,4,318,17,3852 days 14:46:24.812721,1,18.705882352941178
1975,Graduation,Relationship,40794.0,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,48,1,2,3,434,16,3756 days 14:46:24.812721,0,27.125
1971,Master,Relationship,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,52,2,2,4,198,12,3542 days 14:46:24.812721,0,16.5
1969,Graduation,Relationship,4428.0,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,0,0,0,0,0,0,54,1,2,3,359,25,3575 days 14:46:24.812721,0,14.36
1963,Master,Relationship,32632.0,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,0,0,0,0,0,0,60,0,2,2,576,18,4004 days 14:46:24.812721,0,32.0
1968,PhD,Single,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,0,0,0,0,0,55,2,1,3,88,11,3590 days 14:46:24.812721,0,8.0
1979,Graduation,Relationship,36781.0,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1,44,1,2,3,63,6,3388 days 14:46:24.812721,1,10.5
1984,Master,Single,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,39,1,1,2,27,4,3879 days 14:46:24.812721,2,6.75
1984,Graduation,Relationship,24570.0,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,0,39,1,2,3,193,11,3795 days 14:46:24.812721,0,17.545454545454547
1974,PhD,Single,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,49,1,1,2,101,9,3957 days 14:46:24.812721,1,11.222222222222221
1951,Graduation,Relationship,94642.0,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,0,1,1,0,0,0,72,0,2,2,2211,21,3445 days 14:46:24.812721,2,105.28571428571429
1962,Master,Relationship,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,61,1,2,3,140,8,3692 days 14:46:24.812721,0,17.5
1975,Graduation,Single,53201.0,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,0,0,0,0,0,0,48,2,1,3,415,22,3810 days 14:46:24.812721,0,18.863636363636363
1957,Graduation,Relationship,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,0,0,0,0,0,66,1,2,3,22,4,3860 days 14:46:24.812721,0,5.5
1978,Graduation,Relationship,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,0,0,0,0,0,0,45,2,2,4,263,16,3816 days 14:46:24.812721,0,16.4375
1991,Graduation,Relationship,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0,32,0,2,2,393,12,3680 days 14:46:24.812721,0,32.75
1986,Graduation,Relationship,23477.0,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,0,0,0,0,0,0,37,1,2,3,147,10,3559 days 14:46:24.812721,0,14.7
1956,Graduation,Relationship,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,0,0,0,0,0,0,67,1,2,3,443,16,3385 days 14:46:24.812721,0,27.6875
1963,PhD,Single,72968.0,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,0,1,0,0,1,60,0,1,1,1958,19,3503 days 14:46:24.812721,2,103.05263157894737
1971,Master,Relationship,39791.0,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,52,1,2,3,174,10,3766 days 14:46:24.812721,0,17.4
1947,Master,Single,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,1,0,0,0,1,76,0,1,1,2217,27,3563 days 14:46:24.812721,2,82.11111111111111
1958,Graduation,Single,94472.0,0,1,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,0,65,1,1,2,1691,16,3395 days 14:46:24.812721,2,105.6875
1960,Graduation,Relationship,13672.0,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,63,2,2,4,25,6,3746 days 14:46:24.812721,0,4.166666666666667
1980,Master,Relationship,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,43,0,2,2,809,21,3345 days 14:46:24.812721,4,38.523809523809526
1975,Graduation,Relationship,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,48,0,2,2,895,16,3977 days 14:46:24.812721,2,55.9375
1975,PhD,Relationship,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,48,1,2,3,484,18,3859 days 14:46:24.812721,0,26.88888888888889
1973,PhD,Relationship,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,50,1,2,3,413,18,3837 days 14:46:24.812721,1,22.944444444444443
1980,Master,Single,67506.0,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,43,1,1,2,331,12,3486 days 14:46:24.812721,0,27.583333333333332
1970,Graduation,Single,24206.0,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,53,1,1,2,25,5,3786 days 14:46:24.812721,0,5.0
1967,PhD,Single,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,56,1,1,2,13,4,3495 days 14:46:24.812721,0,3.25
1970,Graduation,Relationship,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,53,1,2,3,115,10,3969 days 14:46:24.812721,1,11.5
1966,Graduation,Single,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,57,0,1,1,16,4,3325 days 14:46:24.812721,0,4.0
1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,51,2,1,3,92,9,3592 days 14:46:24.812721,0,10.222222222222221
1977,Graduation,Relationship,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,46,1,2,3,52,7,3542 days 14:46:24.812721,0,7.428571428571429
1970,Graduation,Relationship,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,53,1,2,3,1464,23,3888 days 14:46:24.812721,0,63.65217391304348
1964,Graduation,Single,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,59,1,1,2,441,17,3809 days 14:46:24.812721,1,25.941176470588236
1959,PhD,Single,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,64,1,1,2,283,12,3593 days 14:46:24.812721,0,23.583333333333332
1966,PhD,Relationship,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,57,1,2,3,747,23,3427 days 14:46:24.812721,0,32.47826086956522
1958,Graduation,Single,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,65,0,1,1,1870,17,3713 days 14:46:24.812721,0,110.0
1986,Graduation,Single,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,37,1,1,2,165,11,3808 days 14:46:24.812721,0,15.0
1977,Graduation,Relationship,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,46,0,2,2,1941,24,3635 days 14:46:24.812721,4,80.875
1981,Basic,Relationship,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,42,0,2,2,839,27,3826 days 14:46:24.812721,0,31.074074074074073
1958,Graduation,Single,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,65,0,1,1,1655,25,3999 days 14:46:24.812721,1,66.2
1975,Master,Relationship,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,48,2,2,4,23,4,3765 days 14:46:24.812721,0,5.75
1983,Graduation,Relationship,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,40,0,2,2,66,6,3793 days 14:46:24.812721,1,11.0
1967,Graduation,Relationship,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,56,2,2,4,37,8,3748 days 14:46:24.812721,0,4.625
1951,Graduation,Single,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,72,2,1,3,21,6,3399 days 14:46:24.812721,0,3.5
1972,Graduation,Relationship,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,51,3,2,5,22,4,3950 days 14:46:24.812721,0,5.5
1978,Graduation,Relationship,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,45,1,2,3,78,9,3445 days 14:46:24.812721,0,8.666666666666666
1982,Master,Relationship,43815.0,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,41,1,2,3,79,6,3758 days 14:46:24.812721,0,13.166666666666666
1956,Graduation,Relationship,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,67,2,2,4,265,17,3467 days 14:46:24.812721,0,15.588235294117647
1952,Master,Relationship,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,71,1,2,3,1175,19,3452 days 14:46:24.812721,0,61.8421052631579
1965,PhD,Relationship,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,58,1,2,3,1305,28,3806 days 14:46:24.812721,0,46.607142857142854
1979,Master,Relationship,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,44,1,2,3,46,8,3434 days 14:46:24.812721,0,5.75
1965,Graduation,Relationship,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,58,2,2,4,25,4,3782 days 14:46:24.812721,0,6.25
1953,Graduation,Single,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,70,0,1,1,46,5,3563 days 14:46:24.812721,0,9.2
1949,Master,Relationship,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,74,1,2,3,874,26,3968 days 14:46:24.812721,2,33.61538461538461
1985,Master,Relationship,7500.0,1,0,2012-08-01,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,38,1,2,3,100,10,4005 days 14:46:24.812721,0,10.0
1947,PhD,Single,68117.0,0,1,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,76,1,1,2,930,25,3784 days 14:46:24.812721,2,37.2
1955,Graduation,Relationship,67225.0,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,68,1,2,3,868,23,3523 days 14:46:24.812721,0,37.73913043478261
1976,Graduation,Relationship,17649.0,1,0,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,47,1,2,3,45,9,3537 days 14:46:24.812721,0,5.0
1975,Graduation,Relationship,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,48,1,2,3,1260,29,3734 days 14:46:24.812721,0,43.44827586206897
1984,Graduation,Relationship,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,39,1,2,3,414,12,3582 days 14:46:24.812721,1,34.5
1950,Graduation,Relationship,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,73,1,2,3,392,15,3514 days 14:46:24.812721,0,26.133333333333333
1977,Graduation,Relationship,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,46,2,2,4,1109,29,3941 days 14:46:24.812721,0,38.241379310344826
1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,72,1,1,2,639,22,3701 days 14:46:24.812721,0,29.045454545454547
1984,Graduation,Relationship,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,39,1,2,3,79,6,3766 days 14:46:24.812721,0,13.166666666666666
1982,Graduation,Relationship,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,41,0,2,2,1665,24,3814 days 14:46:24.812721,1,69.375
